,society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
584,La Vida by Tata Housing,2.33,12533,3,3,3,3.0,North,flat,sector 113,2658.37,1859.0,0,0,1,0,0,New Property,141,1,41,619.6666666666666
585,La Vida by Tata Housing,3.05,11338,3,4,3,15.0,North-East,flat,sector 113,3203.2,2240.0,0,0,1,0,0,New Property,144,1,41,746.6666666666666
586,Mapsko Mount Ville,1.25,7716,3,3,2,1.0,South-West,flat,sector 79,1232.6599999999999,862.0,0,1,0,1,0,relatively new,142,2,42,287.3333333333333
587,Mapsko Mount Ville,1.25,8389,3,3,3,22.0,South-West,flat,sector 79,1234.09,863.0,0,1,0,1,0,relatively new,134,1,42,287.6666666666667
588,Mapsko Mount Ville,1.1,12732,3,3,3,22.0,South-West,flat,sector 79,1234.09,863.0,0,1,0,1,0,relatively new,113,1,42,287.6666666666667
589,Alpha Corp GurgaonOne 84,2.28,8769,4,4,3+,8.0,South-East,flat,sector 84,3718.0,2600.0,0,0,1,0,0,relatively new,61,1,41,650.0
590,SS The Leaf,1.2,12371,2,2,2,4.0,East,flat,sector 85,1387.1,970.0,0,0,1,0,0,relatively new,88,1,42,485.0
591,SS The Leaf,1.22,13318,2,2,3,16.0,North-East,flat,sector 85,1309.8799999999999,916.0,0,0,0,0,0,relatively new,88,1,42,458.0
592,SS The Leaf,1.1,12471,2,2,3,12.0,North,flat,sector 85,1261.26,882.0,0,1,0,0,0,relatively new,78,1,42,441.0
593,SS The Leaf,1.15,11966,2,2,3,20.0,North-East,flat,sector 85,1374.23,961.0,0,0,0,1,0,relatively new,99,1,42,480.5
594,Mapsko Mount Ville,1.2,13837,3,3,3,18.0,North,flat,sector 79,1239.81,867.0,0,1,0,1,0,relatively new,133,2,42,289.0
595,Emaar Palm Gardens,1.4,8139,3,3,3,2.0,North-West,flat,sector 83,1565.85,1095.0,0,1,1,1,0,relatively new,144,2,41,365.0
596,Vatika Lifestyle Homes,1.1,6267,3,3,2,8.0,South,flat,sector 83,1756.7549999999999,1228.5,0,1,0,1,0,relatively new,144,2,42,409.5
597,Vatika City Homes,1.0,5747,3,3,2,2.0,South-East,flat,sector 83,1741.74,1218.0,0,0,0,0,0,relatively new,144,2,32,406.0
598,Alpha Corp GurgaonOne 84,1.52,7904,3,4,3,15.0,South,flat,sector 84,2145.0,1500.0,0,0,1,0,0,relatively new,85,1,41,500.0
599,Emaar Palm Gardens,1.8,9473,3,4,3,4.0,West,flat,sector 83,1778.9199999999998,1244.0,0,1,1,1,0,relatively new,144,2,41,414.6666666666667
600,Emaar Palm Gardens,1.6,8648,3,3,3+,6.0,East,flat,sector 83,1851.85,1295.0,0,1,1,1,0,relatively new,139,2,41,431.6666666666667
601,Mapsko Mount Ville,1.55,8539,3,4,3,11.0,South-West,flat,sector 79,1531.53,1071.0,0,0,1,0,0,relatively new,123,2,42,357.0
602,Mapsko Mount Ville,1.3,8024,3,3,2,6.0,West,flat,sector 79,1239.81,867.0,0,1,0,1,0,relatively new,130,1,42,289.0
603,Bestech Park View Grand Spa,2.25,8458,3,4,3+,8.0,West,flat,sector 81,3003.0,2100.0,0,1,1,0,0,relatively new,104,2,42,700.0
604,Orchid Petals,4.79,11628,5,5,3+,14.0,South,flat,sector 49,4119.115,2880.5,0,1,1,1,0,relatively new,28,1,36,576.1
605,TARC Maceo,1.4,7407,3,3,3+,7.0,North,flat,sector 91,2288.0,1600.0,1,0,0,0,0,relatively new,64,1,25,533.3333333333334
606,Godrej Oasis,1.38,6679,3,3,3+,7.0,North,flat,sector 88a,2954.3799999999997,2066.0,0,0,1,0,0,relatively new,62,1,18,688.6666666666666
607,Godrej Oasis,1.3,7258,3,3,3+,4.0,North-West,flat,sector 88a,2561.13,1791.0,1,0,0,0,0,relatively new,68,1,18,597.0
608,Godrej Aria,1.0,6653,2,2,2,4.0,North-West,flat,sector 79,1716.0,1200.0,0,1,0,0,0,relatively new,28,1,49,600.0
609,Godrej Oasis,1.0,6896,2,2,3,7.0,,flat,sector 88a,2073.5,1450.0,0,1,0,0,0,relatively new,67,1,18,725.0
610,Godrej Oasis,0.95,7268,2,2,2,6.0,North-West,flat,sector 88a,1869.01,1307.0,1,0,0,0,0,relatively new,71,1,18,653.5
611,Ireo Uptown,1.85,12567,2,3,3,16.0,South-East,flat,sector 66,1788.9299999999998,1251.0,0,0,1,0,1,relatively new,72,2,24,625.5
612,Emaar MGF Palm Hills,1.65,8461,4,3,3,9.0,South,flat,sector 77,1951.9499999999998,1365.0,0,0,1,0,0,relatively new,82,1,42,341.25
613,M3M Woodshire,1.32,6330,3,3,3,10.0,East,flat,sector 107,1944.9429999999998,1360.1,1,0,0,0,0,relatively new,99,1,16,453.3666666666666
614,M3M Woodshire,1.02,6649,2,2,3,6.0,North-East,flat,sector 107,1535.5339999999999,1073.8,0,1,0,0,0,relatively new,98,1,16,536.9
615,SBTL Caladium,1.88,6153,4,5,3,10.0,North-East,flat,sector 109,3058.055,2138.5,1,0,0,0,0,relatively new,91,1,16,534.625
616,Conscient Heritage Max,2.15,9306,3,4,3,13.0,South,flat,sector 102,2151.149,1504.3,0,1,1,0,0,relatively new,86,1,50,501.43333333333334
617,Puri Diplomatic Greens,2.58,11727,3,4,2,10.0,North,flat,sector 111,2202.2,1540.0,0,0,1,0,0,old property,78,1,44,513.3333333333334
618,Puri Diplomatic Greens,2.25,13235,3,3,2,12.0,North-East,flat,sector 111,1701.6999999999998,1190.0,1,0,0,0,0,relatively new,89,1,44,396.6666666666667
619,ATS Tourmaline,1.75,8139,3,4,3+,9.0,North-East,flat,sector 109,2152.15,1505.0,0,0,1,0,0,relatively new,86,1,44,501.6666666666667
620,Experion The Heartsong,0.93,6079,2,3,3,10.0,East,flat,sector 108,1284.283,898.0999999999999,1,0,0,0,0,relatively new,74,1,42,449.04999999999995
621,Experion Windchants,4.75,12622,3,5,3+,4.0,West,flat,sector 112,3766.763,2634.1,0,0,1,0,0,relatively new,25,2,40,878.0333333333333
622,SS The Leaf,2.2,6934,4,5,3+,4.0,East,flat,sector 85,2814.812,1968.3999999999999,1,0,0,0,0,relatively new,93,1,42,492.09999999999997
623,Tulip Violet,1.7,8457,4,4,2,10.0,South-West,flat,sector 69,2302.2999999999997,1610.0,0,1,1,1,0,relatively new,144,1,42,402.5
624,Emaar Gurgaon Greens,1.39,8424,3,3,3,7.0,West,flat,sector 102,1651.6499999999999,1155.0,0,0,1,0,0,relatively new,15,2,42,385.0
625,The Close North,2.7,10364,3,3,3+,6.0,East,flat,sector 50,3146.0,2200.0,0,0,1,0,0,old property,144,1,42,733.3333333333334
626,BPTP Terra,1.75,7987,4,4,3,7.0,West,flat,sector 37d,2574.0,1800.0,0,0,0,0,1,relatively new,98,2,42,450.0
627,ATS Tourmaline,1.4,8000,3,3,3+,5.0,East,flat,sector 109,1751.75,1225.0,1,0,0,0,0,relatively new,27,1,44,408.3333333333333
628,M3M Woodshire,1.65,5960,4,5,3+,12.0,North-West,flat,sector 107,2770.7679999999996,1937.6,0,0,1,0,0,relatively new,15,1,16,484.4
629,DLF The Icon,6.0,18243,4,4,3+,18.0,North-East,flat,sector 53,3289.0,2300.0,0,0,1,0,0,,131,2,44,575.0
630,Bestech Park View City,1.8,10250,3,4,3,3.0,North-West,flat,sector 48,2511.08,1756.0,0,1,0,0,0,old property,64,2,66,585.3333333333334
631,Hector Trimurti Heights,1.5,6382,4,3,3,10.0,South-East,flat,sector 39,3360.5,2350.0,0,0,1,0,0,,28,0,46,587.5
632,Pyramid Urban,0.53,8967,2,2,1,6.0,West,flat,sector 67a,845.13,591.0,0,0,0,0,1,relatively new,28,2,31,295.5
633,Shree Vardhman Flora,0.92,4717,3,3,2,6.0,North,flat,sector 90,2788.5,1950.0,0,1,0,0,0,relatively new,28,2,49,650.0
634,DLF The Ultima,2.7,12802,3,3,3,15.0,North,flat,sector 81,3015.87,2109.0,0,0,1,0,0,relatively new,28,2,42,703.0
635,Shree Vardhman Flora,0.7,5177,2,3,2,7.0,North,flat,sector 90,1933.36,1352.0,0,1,0,0,0,relatively new,28,2,49,676.0
636,SS The Leaf,1.25,7179,2,2,2,16.0,North,flat,sector 85,2489.63,1741.0,1,0,0,0,0,relatively new,28,2,42,870.5
637,Umang Winter Hills,0.8,5961,2,2,2,10.0,North,flat,sector 77,1430.0,1000.0,1,0,0,0,0,relatively new,28,2,49,500.0
638,Unitech Fresco,1.8,9589,3,4,3+,6.0,North-East,flat,sector 50,2288.0,1600.0,0,0,1,0,0,old property,141,2,43,533.3333333333334
639,The Close North,2.65,10685,3,4,3+,6.0,North,flat,sector 50,2860.0,2000.0,0,0,1,0,0,old property,141,2,42,666.6666666666666
640,Vatika Gurgaon 21,1.05,7000,3,3,3,3.0,South-West,flat,sector 83,2145.0,1500.0,0,0,0,0,0,relatively new,71,1,42,500.0
641,Unitech Fresco,1.88,10479,3,3,3+,14.0,North,flat,sector 50,2073.5,1450.0,0,0,0,0,1,old property,141,2,43,483.3333333333333
642,Alpha Corp GurgaonOne 84,1.15,7496,2,2,3,8.0,North-East,flat,sector 84,1716.0,1200.0,0,1,0,0,0,relatively new,24,2,41,600.0
643,Vatika Gurgaon 21,1.33,5564,4,4,3,3.0,East,flat,sector 83,2860.0,2000.0,0,0,1,0,0,relatively new,16,1,42,500.0
644,Unitech Harmony,2.6,9590,3,4,2,15.0,North-East,flat,sector 50,3146.0,2200.0,0,0,1,0,1,relatively new,141,2,52,733.3333333333334
645,The Close North,2.97,11401,3,3,3+,8.0,North,flat,sector 50,3003.0,2100.0,0,0,1,0,0,old property,141,2,42,700.0
646,Sapphire Eighty Three,0.4,8547,1,1,1,6.0,North-East,flat,sector 83,669.24,468.0,1,0,0,0,0,relatively new,42,0,14,468.0
647,Vatika City,2.65,11770,3,4,3,11.0,East,flat,sector 49,2253.2509999999997,1575.6999999999998,0,0,1,1,0,old property,120,2,23,525.2333333333332
648,Godrej Summit,1.16,6387,3,4,3+,8.0,East,flat,sector 104,2596.88,1816.0,0,0,1,0,0,relatively new,87,2,51,605.3333333333334
649,Godrej Summit,1.05,5833,3,4,3+,7.0,East,flat,sector 104,2574.0,1800.0,0,0,1,0,0,relatively new,87,2,51,600.0
650,Godrej Summit,1.35,5000,4,5,3+,0.0,North-East,flat,sector 104,3861.0,2700.0,0,1,1,1,0,relatively new,94,1,51,675.0
651,Godrej Summit,1.35,5014,4,5,3+,0.0,South-East,flat,sector 104,3849.56,2692.0,0,1,1,1,0,relatively new,79,1,51,673.0
652,Emaar MGF The Palm Drive,2.85,14615,3,3,3,11.0,North-East,flat,sector 66,2216.5,1550.0,0,1,0,0,0,relatively new,70,2,43,516.6666666666666
653,Pivotal Devaan,0.35,6003,2,2,1,4.0,East,flat,sector 84,583.583,408.09999999999997,1,0,0,0,0,relatively new,23,1,36,204.04999999999998
654,M3M Woodshire,0.88,6442,2,2,3+,3.0,East,flat,sector 107,1367.3659999999998,956.1999999999999,1,0,0,0,0,relatively new,88,1,16,478.09999999999997
655,Adani M2K Oyster Grande,2.4,9305,3,4,3+,3.0,North-East,flat,sector 102,3003.0,2100.0,0,1,0,0,0,relatively new,28,2,42,700.0
656,Ireo Skyon,3.6,12815,4,5,3,24.0,North-East,flat,sector 60,3432.0,2400.0,0,0,1,0,0,relatively new,28,2,43,600.0
657,La Vida by Tata Housing,1.45,11363,2,2,2,6.0,South,flat,sector 113,1292.72,904.0,1,0,0,0,0,relatively new,73,1,41,452.0
658,The Close North,2.35,11767,3,3,3+,8.0,North-East,flat,sector 50,2645.5,1850.0,1,0,0,0,0,old property,135,2,42,616.6666666666666
659,Vatika The Seven Lamps,0.94,6567,2,2,2,12.0,East,flat,sector 82,1436.4349999999997,1004.4999999999999,0,1,0,0,0,relatively new,85,2,42,502.24999999999994
660,Vatika The Seven Lamps,0.8,6192,2,2,2,15.0,West,flat,sector 82,1301.2999999999997,909.9999999999999,1,0,0,0,0,relatively new,102,2,42,454.99999999999994
661,The Close South,3.1,12444,3,4,3+,4.0,North-East,flat,sector 50,3217.5,2250.0,0,0,1,0,0,old property,135,2,31,750.0
662,Vatika The Seven Lamps,1.39,6412,3,3,3+,11.0,East,flat,sector 82,2162.16,1512.0,0,1,1,0,0,relatively new,102,2,42,504.0
663,Vatika The Seven Lamps,0.94,6533,2,2,3+,9.0,North,flat,sector 82,1436.4349999999997,1004.4999999999999,0,1,0,0,0,relatively new,102,2,42,502.24999999999994
664,Vatika The Seven Lamps,0.78,5932,2,2,2,0.0,North-West,flat,sector 82,1299.2979999999998,908.5999999999999,1,0,0,0,0,relatively new,85,2,42,454.29999999999995
665,Vatika The Seven Lamps,0.86,5979,2,2,2,9.0,North-East,flat,sector 82,1431.4299999999998,1000.9999999999999,0,1,0,0,0,relatively new,99,1,42,500.49999999999994
666,Orris Aster Court,0.68,5221,2,2,2,5.0,South-West,flat,sector 85,1394.25,975.0,1,0,0,0,0,relatively new,23,1,17,487.5
667,Godrej 101,2.03,9046,3,4,3+,7.0,South-East,flat,sector 79,2246.2439999999997,1570.8,0,0,1,0,0,relatively new,100,1,16,523.6
668,Orris Carnation Residency,0.8,4857,3,4,3,4.0,West,flat,sector 85,1823.25,1275.0,0,0,1,0,0,relatively new,23,2,35,425.0
669,Shree Vardhman Flora,0.64,6789,2,2,3,9.0,South-East,flat,sector 90,1358.5,950.0,0,1,0,0,0,relatively new,45,1,49,475.0
670,SS The Coralwood,1.01,5771,3,3,2,18.0,North-West,flat,sector 84,1930.5,1350.0,1,0,0,0,0,relatively new,23,1,49,450.0
671,Shree Vardhman Flora,1.27,4951,4,5,2,9.0,North-East,flat,sector 90,2788.5,1950.0,0,1,1,0,0,New Property,72,1,49,487.5
672,Vatika Gurgaon 21,0.84,6746,2,2,2,7.0,East,flat,sector 83,1246.245,871.5,1,0,0,0,0,old property,131,2,42,435.75
673,Tulip Violet,1.68,8348,4,4,2,1.0,South-West,flat,sector 69,2012.01,1407.0,0,0,0,1,0,relatively new,89,1,42,351.75
674,Tulip Violet,1.66,8408,4,4,1,12.0,South-East,flat,sector 69,1971.97,1379.0,0,0,0,1,0,relatively new,89,1,42,344.75
675,Tulip Violet,1.4,8861,3,3,2,2.0,North-East,flat,sector 69,1579.5779999999997,1104.6,0,0,0,1,0,relatively new,89,1,42,368.2
676,Sare Homes,0.5,4237,3,3,2,1.0,North,flat,sector 92,1181.1799999999998,826.0,1,0,0,0,0,relatively new,13,1,5,275.3333333333333
677,Umang Winter Hills,0.71,5305,2,2,2,6.0,North-West,flat,sector 77,1158.3,810.0,0,1,0,0,0,relatively new,96,1,49,405.0
678,Tata Primanti,3.25,10545,3,3,3,2.0,South,flat,sector 72,3303.2999999999997,2310.0,0,0,1,0,0,old property,88,1,36,770.0
679,Ashiana Mulberry,1.07,6184,3,3,3+,7.0,North-East,flat,sohna,1859.0,1300.0,1,0,0,0,0,relatively new,134,1,25,433.3333333333333
680,SS The Leaf,1.2,7317,2,2,3,12.0,South,flat,sector 85,1641.6399999999999,1148.0,1,0,0,0,0,relatively new,128,2,42,574.0
681,SS The Leaf,2.15,7645,4,5,3+,1.0,South,flat,sector 85,2814.812,1968.3999999999999,0,0,1,0,0,relatively new,132,1,42,492.09999999999997
682,Tulip Violet,1.72,8730,4,4,1,12.0,North-East,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
683,Tulip Violet,1.36,8841,3,3,1,12.0,North-West,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,82,1,42,358.8666666666666
684,Tulip Violet,1.75,8883,4,4,1,12.0,North-West,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
685,Tulip Violet,1.75,8882,4,4,1,12.0,North-West,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
686,Tulip Violet,1.38,8966,3,3,1,12.0,West,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,84,1,42,358.8666666666666
687,Tulip Violet,1.29,8227,3,3,1,12.0,North-East,flat,sector 69,1569.5679999999998,1097.6,0,0,0,1,0,relatively new,81,2,42,365.8666666666666
688,Tulip Violet,1.37,8675,3,3,1,12.0,East,flat,sector 69,2199.3399999999997,1538.0,0,0,0,1,0,relatively new,86,1,42,512.6666666666666
689,Tulip Violet,1.32,8411,3,3,1,12.0,South-West,flat,sector 69,1569.5679999999998,1097.6,0,0,0,1,0,relatively new,84,2,42,365.8666666666666
690,Tulip Violet,1.3,8445,3,3,1,12.0,West,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,86,2,42,358.8666666666666
691,DLF New Town Heights 2,1.3,6735,3,3,3,12.0,North,flat,sector 86,1931.9299999999998,1351.0,0,0,1,0,0,old property,135,2,31,450.3333333333333
692,DLF The Skycourt,1.5,7776,3,3,1,15.0,South-East,flat,sector 86,1901.8999999999999,1330.0,1,0,0,0,0,relatively new,138,1,25,443.3333333333333
693,Spaze Privy,3.1,6692,4,5,3+,8.0,South,flat,sector 72,3289.0,2300.0,0,1,1,1,0,old property,106,1,40,575.0
694,Vatika Lifestyle Homes,1.15,8214,3,3,1,7.0,South-West,flat,sector 83,2002.0,1400.0,1,0,0,0,0,old property,84,2,42,466.6666666666667
695,Pioneer Park,2.1,11666,3,3,3,15.0,South-East,flat,sector 61,2002.0,1400.0,1,0,0,0,0,relatively new,28,2,43,466.6666666666667
696,Signature Global Solera,0.28,5828,2,2,2,0.0,North-East,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,36,1,33,244.5
697,Signature Global Solera,0.28,5674,2,2,2,11.0,North,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,26,1,33,244.5
698,Signature Global Solera,0.28,5623,2,2,2,14.0,North-West,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,31,1,33,244.5
699,Signature Global Solera,0.28,5725,2,2,2,10.0,South,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,31,1,33,244.5
700,Signature Global Grand IVA,0.24,6527,1,1,1,4.0,North-East,flat,sector 103,514.8,360.0,1,0,0,0,0,relatively new,16,1,18,360.0
701,Signature Global Solera,0.36,6489,2,2,2,8.0,North-West,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
702,Signature Global Solera,0.51,7906,3,2,2,9.0,South,flat,sector 107,922.3499999999999,645.0,0,0,0,0,1,relatively new,11,1,33,215.0
703,Signature Global Solera,0.35,6398,2,2,2,8.0,South,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
704,Signature Global Solera,0.28,5828,2,2,2,11.0,South,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,36,1,33,244.5
705,Signature Global Solera,0.36,6581,2,2,2,8.0,South-East,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
706,Emaar MGF Emerald Floors Premier,2.0,12121,3,3,3,1.0,North-West,flat,sector 65,2359.5,1650.0,0,0,1,0,0,relatively new,100,2,16,550.0
707,BPTP Mansions Park Prime,2.7,9768,4,4,3,6.0,,flat,sector 66,2766.7639999999997,1934.8,0,0,1,0,1,relatively new,10,1,24,483.7
708,Tulip Violet,1.75,8706,4,4,2,10.0,North-East,flat,sector 69,2012.01,1407.0,1,0,0,0,0,relatively new,89,2,42,351.75
709,Tulip Lemon,0.62,12863,2,2,1,4.0,North-East,flat,sector 69,689.26,482.0,1,0,0,0,0,relatively new,105,2,35,241.0
710,Tulip Purple,1.92,8000,4,5,3+,5.0,East,flat,sector 69,2402.4,1680.0,0,0,1,0,0,relatively new,134,2,59,420.0
711,The Lions CGHS,2.0,8333,4,4,3,8.0,West,flat,sector 56,3003.0,2100.0,0,0,0,0,1,relatively new,28,2,50,525.0
712,Tulip Ivory,2.0,8333,4,5,3+,2.0,South-East,flat,sector 70,2402.4,1680.0,0,0,1,0,0,relatively new,28,2,42,420.0
713,Professional Society,0.75,3067,3,4,3,3.0,East,flat,manesar,3496.35,2445.0,0,0,1,0,0,relatively new,14,1,14,815.0
714,SS The Leaf,1.85,7682,3,4,3,2.0,North,flat,sector 85,2410.408,1685.6,0,1,1,0,0,relatively new,28,2,42,561.8666666666667
715,TARC Maceo,0.89,6339,2,2,3+,9.0,East,flat,sector 91,1716.0,1200.0,0,0,0,0,1,relatively new,10,1,25,600.0
716,Orris Aster Court Premier,1.25,5896,3,4,2,6.0,East,flat,sector 85,2122.12,1484.0,0,0,1,0,0,relatively new,28,2,44,494.6666666666667
717,Shapoorji Pallonji Joyville Gurugram,2.15,12706,3,3,3,10.0,South-West,flat,sector 102,2276.56,1592.0,1,0,0,0,0,relatively new,28,2,34,530.6666666666666
718,Umang Winter Hills,0.92,5049,3,3,3,17.0,North-East,flat,sector 77,2002.0,1400.0,0,0,0,0,1,relatively new,28,2,49,466.6666666666667
719,Shree Vardhman Victoria,1.65,8461,3,4,3,1.0,North,flat,sector 70,1811.81,1267.0,0,0,1,0,0,relatively new,136,0,37,422.3333333333333
720,Bestech Park View Grand Spa,4.0,9523,4,5,3+,15.0,West,flat,sector 81,4204.2,2940.0,0,0,1,0,0,relatively new,103,2,42,735.0
721,Bestech Park View Grand Spa,2.22,8345,3,4,3+,15.0,South-East,flat,sector 81,2662.6599999999994,1861.9999999999998,0,0,1,0,0,relatively new,144,2,42,620.6666666666666
722,Bestech Park View Grand Spa,3.0,9419,4,5,2,6.0,South,flat,sector 81,3188.185,2229.5,0,0,1,0,0,relatively new,90,2,42,557.375
723,Vatika The Seven Lamps,1.0,5923,2,2,2,11.0,South,flat,sector 82,1436.4349999999997,1004.4999999999999,0,1,0,0,0,relatively new,79,2,42,502.24999999999994
