,society,price,bedRoom,bathroom,balcony,floorNum,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
627,Hector Trimurti Heights,1.5,4,3,3,10.0,flat,sector 39,3360.5,2350.0,0,0,1,0,0,undefined,28,0,46,587.5
628,Pyramid Urban,0.53,2,2,1,6.0,flat,sector 67a,845.13,591.0,0,0,0,0,1,relatively new,28,2,31,295.5
629,Shree Vardhman Flora,0.92,3,3,2,6.0,flat,sector 90,2788.5,1950.0,0,1,0,0,0,relatively new,28,2,49,650.0
630,DLF The Ultima,2.7,3,3,3,15.0,flat,sector 81,3015.87,2109.0,0,0,1,0,0,relatively new,28,2,42,703.0
631,Shree Vardhman Flora,0.7,2,3,2,7.0,flat,sector 90,1933.36,1352.0,0,1,0,0,0,relatively new,28,2,49,676.0
632,SS The Leaf,1.25,2,2,2,16.0,flat,sector 85,2489.63,1741.0,1,0,0,0,0,relatively new,28,2,42,870.5
633,Umang Winter Hills,0.8,2,2,2,10.0,flat,sector 77,1430.0,1000.0,1,0,0,0,0,relatively new,28,2,49,500.0
634,Unitech Fresco,1.8,3,4,3+,6.0,flat,sector 50,2288.0,1600.0,0,0,1,0,0,old property,141,2,43,533.3333333333334
635,The Close North,2.65,3,4,3+,6.0,flat,sector 50,2860.0,2000.0,0,0,1,0,0,old property,141,2,42,666.6666666666666
636,Vatika Gurgaon 21,1.05,3,3,3,3.0,flat,sector 83,2145.0,1500.0,0,0,0,0,0,relatively new,71,1,42,500.0
637,Unitech Fresco,1.88,3,3,3+,14.0,flat,sector 50,2073.5,1450.0,0,0,0,0,1,old property,141,2,43,483.3333333333333
638,Alpha Corp GurgaonOne 84,1.15,2,2,3,8.0,flat,sector 84,1716.0,1200.0,0,1,0,0,0,relatively new,24,2,41,600.0
639,Vatika Gurgaon 21,1.33,4,4,3,3.0,flat,sector 83,2860.0,2000.0,0,0,1,0,0,relatively new,16,1,42,500.0
640,Unitech Harmony,2.6,3,4,2,15.0,flat,sector 50,3146.0,2200.0,0,0,1,0,1,relatively new,141,2,52,733.3333333333334
641,The Close North,2.97,3,3,3+,8.0,flat,sector 50,3003.0,2100.0,0,0,1,0,0,old property,141,2,42,700.0
642,Sapphire Eighty Three,0.4,1,1,1,6.0,flat,sector 83,669.24,468.0,1,0,0,0,0,relatively new,42,0,14,468.0
643,Vatika City,2.65,3,4,3,11.0,flat,sector 49,2253.251,1575.6999999999998,0,0,1,1,0,old property,120,2,23,525.2333333333332
644,Godrej Summit,1.16,3,4,3+,8.0,flat,sector 104,2596.88,1816.0,0,0,1,0,0,relatively new,87,2,51,605.3333333333334
645,Godrej Summit,1.05,3,4,3+,7.0,flat,sector 104,2574.0,1800.0,0,0,1,0,0,relatively new,87,2,51,600.0
646,Godrej Summit,1.35,4,5,3+,0.0,flat,sector 104,3861.0,2700.0,0,1,1,1,0,relatively new,94,1,51,675.0
647,Godrej Summit,1.35,4,5,3+,0.0,flat,sector 104,3849.56,2692.0,0,1,1,1,0,relatively new,79,1,51,673.0
648,Emaar MGF The Palm Drive,2.85,3,3,3,11.0,flat,sector 66,2216.5,1550.0,0,1,0,0,0,relatively new,70,2,43,516.6666666666666
649,Pivotal Devaan,0.35,2,2,1,4.0,flat,sector 84,583.583,408.1,1,0,0,0,0,relatively new,23,1,36,204.05
650,M3M Woodshire,0.88,2,2,3+,3.0,flat,sector 107,1367.3659999999998,956.2,1,0,0,0,0,relatively new,88,1,16,478.1
651,Adani M2K Oyster Grande,2.4,3,4,3+,3.0,flat,sector 102,3003.0,2100.0,0,1,0,0,0,relatively new,28,2,42,700.0
652,Ireo Skyon,3.6,4,5,3,24.0,flat,sector 60,3432.0,2400.0,0,0,1,0,0,relatively new,28,2,43,600.0
653,La Vida by Tata Housing,1.45,2,2,2,6.0,flat,sector 113,1292.72,904.0,1,0,0,0,0,relatively new,73,1,41,452.0
654,The Close North,2.35,3,3,3+,8.0,flat,sector 50,2645.5,1850.0,1,0,0,0,0,old property,135,2,42,616.6666666666666
655,Vatika The Seven Lamps,0.94,2,2,2,12.0,flat,sector 82,1436.4349999999995,1004.5,0,1,0,0,0,relatively new,85,2,42,502.25
656,Vatika The Seven Lamps,0.8,2,2,2,15.0,flat,sector 82,1301.2999999999995,910.0,1,0,0,0,0,relatively new,102,2,42,455.0
657,The Close South,3.1,3,4,3+,4.0,flat,sector 50,3217.5,2250.0,0,0,1,0,0,old property,135,2,31,750.0
658,Vatika The Seven Lamps,1.39,3,3,3+,11.0,flat,sector 82,2162.16,1512.0,0,1,1,0,0,relatively new,102,2,42,504.0
659,Vatika The Seven Lamps,0.94,2,2,3+,9.0,flat,sector 82,1436.4349999999995,1004.5,0,1,0,0,0,relatively new,102,2,42,502.25
660,Vatika The Seven Lamps,0.78,2,2,2,0.0,flat,sector 82,1299.2979999999998,908.6,1,0,0,0,0,relatively new,85,2,42,454.3
661,Vatika The Seven Lamps,0.86,2,2,2,9.0,flat,sector 82,1431.4299999999998,1001.0,0,1,0,0,0,relatively new,99,1,42,500.5
662,Orris Aster Court,0.68,2,2,2,5.0,flat,sector 85,1394.25,975.0,1,0,0,0,0,relatively new,23,1,17,487.5
663,Godrej 101,2.03,3,4,3+,7.0,flat,sector 79,2246.244,1570.8,0,0,1,0,0,relatively new,100,1,16,523.6
664,Orris Carnation Residency,0.8,3,4,3,4.0,flat,sector 85,1823.25,1275.0,0,0,1,0,0,relatively new,23,2,35,425.0
665,Shree Vardhman Flora,0.64,2,2,3,9.0,flat,sector 90,1358.5,950.0,0,1,0,0,0,relatively new,45,1,49,475.0
666,SS The Coralwood,1.01,3,3,2,18.0,flat,sector 84,1930.5,1350.0,1,0,0,0,0,relatively new,23,1,49,450.0
667,Shree Vardhman Flora,1.27,4,5,2,9.0,flat,sector 90,2788.5,1950.0,0,1,1,0,0,New Property,72,1,49,487.5
668,Vatika Gurgaon 21,0.84,2,2,2,7.0,flat,sector 83,1246.245,871.5,1,0,0,0,0,old property,131,2,42,435.75
669,Tulip Violet,1.68,4,4,2,1.0,flat,sector 69,2012.01,1407.0,0,0,0,1,0,relatively new,89,1,42,351.75
670,Tulip Violet,1.66,4,4,1,12.0,flat,sector 69,1971.97,1379.0,0,0,0,1,0,relatively new,89,1,42,344.75
671,Tulip Violet,1.4,3,3,2,2.0,flat,sector 69,1579.5779999999995,1104.6,0,0,0,1,0,relatively new,89,1,42,368.2
672,Sare Homes,0.5,3,3,2,1.0,flat,sector 92,1181.1799999999998,826.0,1,0,0,0,0,relatively new,13,1,5,275.3333333333333
673,Umang Winter Hills,0.71,2,2,2,6.0,flat,sector 77,1158.3,810.0,0,1,0,0,0,relatively new,96,1,49,405.0
674,Tata Primanti,3.25,3,3,3,2.0,flat,sector 72,3303.3,2310.0,0,0,1,0,0,old property,88,1,36,770.0
675,Ashiana Mulberry,1.07,3,3,3+,7.0,flat,sohna,1859.0,1300.0,1,0,0,0,0,relatively new,134,1,25,433.3333333333333
676,SS The Leaf,1.2,2,2,3,12.0,flat,sector 85,1641.64,1148.0,1,0,0,0,0,relatively new,128,2,42,574.0
677,SS The Leaf,2.15,4,5,3+,1.0,flat,sector 85,2814.812,1968.4,0,0,1,0,0,relatively new,132,1,42,492.1
678,Tulip Violet,1.72,4,4,1,12.0,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
679,Tulip Violet,1.36,3,3,1,12.0,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,82,1,42,358.8666666666666
680,Tulip Violet,1.75,4,4,1,12.0,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
681,Tulip Violet,1.75,4,4,1,12.0,flat,sector 69,1971.97,1379.0,1,0,0,0,0,relatively new,81,1,42,344.75
682,Tulip Violet,1.38,3,3,1,12.0,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,84,1,42,358.8666666666666
683,Tulip Violet,1.29,3,3,1,12.0,flat,sector 69,1569.5679999999998,1097.6,0,0,0,1,0,relatively new,81,2,42,365.8666666666666
684,Tulip Violet,1.37,3,3,1,12.0,flat,sector 69,2199.34,1538.0,0,0,0,1,0,relatively new,86,1,42,512.6666666666666
685,Tulip Violet,1.32,3,3,1,12.0,flat,sector 69,1569.5679999999998,1097.6,0,0,0,1,0,relatively new,84,2,42,365.8666666666666
686,Tulip Violet,1.3,3,3,1,12.0,flat,sector 69,1539.5379999999998,1076.6,0,0,0,1,0,relatively new,86,2,42,358.8666666666666
687,DLF New Town Heights 2,1.3,3,3,3,12.0,flat,sector 86,1931.93,1351.0,0,0,1,0,0,old property,135,2,31,450.3333333333333
688,DLF The Skycourt,1.5,3,3,1,15.0,flat,sector 86,1901.9,1330.0,1,0,0,0,0,relatively new,138,1,25,443.3333333333333
689,Spaze Privy,3.1,4,5,3+,8.0,flat,sector 72,3289.0,2300.0,0,1,1,1,0,old property,106,1,40,575.0
690,Vatika Lifestyle Homes,1.15,3,3,1,7.0,flat,sector 83,2002.0,1400.0,1,0,0,0,0,old property,84,2,42,466.6666666666667
691,Pioneer Park,2.1,3,3,3,15.0,flat,sector 61,2002.0,1400.0,1,0,0,0,0,relatively new,28,2,43,466.6666666666667
692,Signature Global Solera,0.28,2,2,2,0.0,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,36,1,33,244.5
693,Signature Global Solera,0.28,2,2,2,11.0,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,26,1,33,244.5
694,Signature Global Solera,0.28,2,2,2,14.0,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,31,1,33,244.5
695,Signature Global Solera,0.28,2,2,2,10.0,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,31,1,33,244.5
696,Signature Global Grand IVA,0.24,1,1,1,4.0,flat,sector 103,514.8,360.0,1,0,0,0,0,relatively new,16,1,18,360.0
697,Signature Global Solera,0.36,2,2,2,8.0,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
698,Signature Global Solera,0.51,3,2,2,9.0,flat,sector 107,922.35,645.0,0,0,0,0,1,relatively new,11,1,33,215.0
699,Signature Global Solera,0.35,2,2,2,8.0,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
700,Signature Global Solera,0.28,2,2,2,11.0,flat,sector 107,699.27,489.0,1,0,0,0,0,relatively new,36,1,33,244.5
701,Signature Global Solera,0.36,2,2,2,8.0,flat,sector 107,782.2099999999999,547.0,1,0,0,0,0,relatively new,36,1,33,273.5
702,Emaar MGF Emerald Floors Premier,2.0,3,3,3,1.0,flat,sector 65,2359.5,1650.0,0,0,1,0,0,relatively new,100,2,16,550.0
703,BPTP Mansions Park Prime,2.7,4,4,3,6.0,flat,sector 66,2766.764,1934.8,0,0,1,0,1,relatively new,10,1,24,483.7
704,Tulip Violet,1.75,4,4,2,10.0,flat,sector 69,2012.01,1407.0,1,0,0,0,0,relatively new,89,2,42,351.75
705,Tulip Lemon,0.62,2,2,1,4.0,flat,sector 69,689.26,482.0,1,0,0,0,0,relatively new,105,2,35,241.0
706,Tulip Purple,1.92,4,5,3+,5.0,flat,sector 69,2402.4,1680.0,0,0,1,0,0,relatively new,134,2,59,420.0
707,The Lions CGHS,2.0,4,4,3,8.0,flat,sector 56,3003.0,2100.0,0,0,0,0,1,relatively new,28,2,50,525.0
708,Tulip Ivory,2.0,4,5,3+,2.0,flat,sector 70,2402.4,1680.0,0,0,1,0,0,relatively new,28,2,42,420.0
709,Professional Society,0.75,3,4,3,3.0,flat,manesar,3496.35,2445.0,0,0,1,0,0,relatively new,14,1,14,815.0
710,SS The Leaf,1.85,3,4,3,2.0,flat,sector 85,2410.408,1685.6,0,1,1,0,0,relatively new,28,2,42,561.8666666666667
711,TARC Maceo,0.89,2,2,3+,9.0,flat,sector 91,1716.0,1200.0,0,0,0,0,1,relatively new,10,1,25,600.0
712,Orris Aster Court Premier,1.25,3,4,2,6.0,flat,sector 85,2122.12,1484.0,0,0,1,0,0,relatively new,28,2,44,494.6666666666667
713,Shapoorji Pallonji Joyville Gurugram,2.15,3,3,3,10.0,flat,sector 102,2276.56,1592.0,1,0,0,0,0,relatively new,28,2,34,530.6666666666666
714,Umang Winter Hills,0.92,3,3,3,17.0,flat,sector 77,2002.0,1400.0,0,0,0,0,1,relatively new,28,2,49,466.6666666666667
715,Shree Vardhman Victoria,1.65,3,4,3,1.0,flat,sector 70,1811.81,1267.0,0,0,1,0,0,relatively new,136,0,37,422.3333333333333
716,Bestech Park View Grand Spa,4.0,4,5,3+,15.0,flat,sector 81,4204.2,2940.0,0,0,1,0,0,relatively new,103,2,42,735.0
717,Bestech Park View Grand Spa,2.22,3,4,3+,15.0,flat,sector 81,2662.6599999999994,1862.0,0,0,1,0,0,relatively new,144,2,42,620.6666666666666
718,Bestech Park View Grand Spa,3.0,4,5,2,6.0,flat,sector 81,3188.185,2229.5,0,0,1,0,0,relatively new,90,2,42,557.375
719,Vatika The Seven Lamps,1.0,2,2,2,11.0,flat,sector 82,1436.4349999999995,1004.5,0,1,0,0,0,relatively new,79,2,42,502.25
720,Pioneer Araya,9.14,4,6,3,16.0,flat,sector 62,4658.94,3258.0,0,1,1,0,0,relatively new,128,2,42,814.5
721,Pioneer Araya,8.35,4,6,3,16.0,flat,sector 62,4283.279,2995.3,0,0,1,1,0,relatively new,124,1,42,748.8249999999999
722,HSIIDC Sidco Shivalik Apartments,0.73,3,3,3+,2.0,flat,manesar,2002.0,1400.0,0,0,1,0,0,old property,59,1,14,466.6666666666667
723,IMT View Society,0.95,3,4,3,6.0,flat,manesar,2717.0,1900.0,0,0,1,0,0,old property,53,1,14,633.3333333333334
724,HSIIDC Sidco Shivalik Apartments,0.48,2,2,3,7.0,flat,manesar,1101.1,770.0,1,0,0,0,0,old property,60,1,14,385.0
725,HSIIDC Sidco Aravali,0.86,3,3,3+,3.0,flat,manesar,2684.11,1877.0,0,0,1,0,0,old property,56,1,14,625.6666666666666
726,HSIIDC Sidco Aravali,0.81,3,3,3+,2.0,flat,manesar,2684.11,1877.0,0,0,1,0,0,old property,50,1,14,625.6666666666666
727,M3M Merlin,2.9,3,3,3,0.0,flat,sector 67,2049.047,1432.9,0,0,0,0,1,relatively new,28,2,42,477.63333333333327
728,M3M Woodshire,0.9,2,2,3+,4.0,flat,sector 107,1367.3659999999998,956.2,1,0,0,0,0,relatively new,15,1,16,478.1
729,Shree Vardhman Victoria,1.66,3,5,3,8.0,flat,sector 70,1660.23,1161.0,0,0,1,0,0,relatively new,97,1,37,387.0
730,DLF New Town Heights 1,2.0,4,4,3+,20.0,flat,sector 90,2729.727,1908.9,0,0,1,0,1,old property,28,1,25,477.225
731,Shree Vardhman Victoria,1.67,3,5,3,5.0,flat,sector 70,1660.23,1161.0,0,0,1,0,0,old property,94,1,37,387.0
732,Shree Vardhman Victoria,1.1,2,2,2,8.0,flat,sector 70,1859.0,1300.0,1,0,0,0,0,relatively new,96,1,37,650.0
733,Shree Vardhman Victoria,1.6,3,5,3,6.0,flat,sector 70,1660.23,1161.0,0,0,1,0,0,relatively new,100,1,37,387.0
734,Shree Vardhman Victoria,1.07,2,2,3,8.0,flat,sector 70,1351.3499999999997,945.0,0,1,0,0,0,relatively new,100,1,37,472.5
735,Tulip Violet,1.76,4,4,2,6.0,flat,sector 69,2012.01,1407.0,1,0,0,0,0,relatively new,100,1,42,351.75
736,Tulip Violet,1.55,3,3,2,5.0,flat,sector 69,1579.5779999999995,1104.6,0,0,0,1,0,relatively new,95,1,42,368.2
737,Krrish Provence Estate,5.5,4,5,3+,11.0,flat,gwal pahari,5805.799999999999,4060.0,0,1,1,1,0,New Property,125,1,24,1015.0
738,Conscient Habitat,0.27,2,2,1,8.0,flat,sector 99a,692.12,484.0,0,0,0,0,1,relatively new,28,1,0,242.0
739,Prime Habitat,0.26,2,2,1,6.0,flat,sector 99a,786.5,550.0,0,0,0,0,1,relatively new,62,1,41,275.0
740,Shapoorji Pallonji Joyville Gurugram,1.25,2,2,2,0.0,flat,sector 102,1216.215,850.5,1,0,0,0,0,relatively new,67,1,34,425.25
741,Conscient Heritage Max,2.1,3,4,3+,10.0,flat,sector 102,2151.149,1504.3,0,1,1,0,0,relatively new,52,1,50,501.4333333333333
742,Paras Dews,0.95,2,2,3+,2.0,flat,sector 106,1208.35,845.0,1,0,0,0,0,relatively new,28,1,52,422.5
743,Paras Dews,0.92,2,2,3+,2.0,flat,sector 106,1208.35,845.0,1,0,0,0,0,relatively new,141,1,52,422.5
744,Paras Dews,1.25,3,4,3+,5.0,flat,sector 106,1615.9,1130.0,0,0,1,0,0,relatively new,134,1,52,376.6666666666667
745,Paras Dews,0.87,2,2,3+,1.0,flat,sector 107,1344.2,940.0,1,0,0,0,0,New Property,141,1,52,470.0
746,Paras Dews,1.2,3,4,3+,9.0,flat,sector 106,1615.9,1130.0,0,0,1,0,0,relatively new,144,1,52,376.6666666666667
747,La Vida by Tata Housing,1.32,2,2,2,3.0,flat,sector 113,1571.57,1099.0,1,0,0,0,0,relatively new,28,1,41,549.5
748,Puri Diplomatic Greens,3.45,4,5,3+,9.0,flat,sector 111,2952.95,2065.0,0,0,1,0,0,relatively new,64,1,44,516.25
749,Bestech Park View Grand Spa,2.4,3,4,3+,8.0,flat,sector 81,2662.6599999999994,1862.0,0,1,1,0,0,New Property,139,2,42,620.6666666666666
750,Corona Optus,1.25,3,3,3,2.0,flat,sector 37c,2002.0,1400.0,0,1,0,0,0,relatively new,28,1,40,466.6666666666667
751,Corona Optus,1.43,3,3,3+,2.0,flat,sector 37c,2402.4,1680.0,0,0,1,0,1,relatively new,28,1,40,560.0
752,Corona Optus,1.27,3,3,3,2.0,flat,sector 37c,1764.7629999999997,1234.1,0,0,0,0,1,relatively new,28,1,40,411.3666666666666
753,Corona Optus,1.43,3,3,3+,2.0,flat,sector 37c,2431.0,1700.0,0,1,1,0,1,relatively new,28,1,40,566.6666666666666
754,Corona Optus,1.25,3,3,3,2.0,flat,sector 37c,2002.0,1400.0,0,1,0,0,0,relatively new,28,1,40,466.6666666666667
755,Corona Optus,1.44,3,3,3+,2.0,flat,sector 37c,2288.0,1600.0,0,1,1,0,1,relatively new,28,1,40,533.3333333333334
756,Corona Optus,1.27,3,3,3,2.0,flat,sector 37c,2016.3,1410.0,0,1,0,0,1,relatively new,28,1,40,470.0
757,Imperia The Esfera,1.1,3,4,3,9.0,flat,sector 37c,2516.8,1760.0,0,1,1,0,0,relatively new,28,1,27,586.6666666666666
758,Imperia The Esfera,1.4,4,5,3,9.0,flat,sector 37c,3003.0,2100.0,0,1,1,1,1,relatively new,28,1,27,525.0
759,Imperia The Esfera,0.99,3,4,3,9.0,flat,sector 37c,2159.3,1510.0,0,0,1,0,0,relatively new,28,1,27,503.3333333333333
760,Imperia The Esfera,0.86,2,3,3,9.0,flat,sector 37c,1873.3,1310.0,0,1,0,0,1,relatively new,28,1,27,655.0
761,Imperia The Esfera,0.98,3,4,3,9.0,flat,sector 37c,2159.3,1510.0,0,0,1,0,1,relatively new,28,1,27,503.3333333333333
762,Imperia The Esfera,0.85,2,3,3,9.0,flat,sector 37c,1873.3,1310.0,0,1,0,0,0,relatively new,28,1,27,655.0
763,BPTP Terra,1.79,4,3,3,15.0,flat,sector 37d,1999.998,1398.6,0,0,0,0,1,relatively new,23,2,42,349.65
764,BPTP Terra,1.5,3,3,3,12.0,flat,sector 37d,2230.8,1560.0,0,0,0,0,1,relatively new,28,1,42,520.0
765,BPTP Terra,1.77,4,3,3,15.0,flat,sector 37d,2659.8,1860.0,0,1,1,1,1,relatively new,28,1,42,465.0
766,BPTP Terra,1.5,3,3,3,17.0,flat,sector 37d,2245.1,1570.0,0,0,0,0,1,relatively new,28,1,42,523.3333333333334
767,BPTP Terra,1.49,3,3,3,20.0,flat,sector 37d,2259.4,1580.0,0,0,0,0,1,relatively new,28,1,42,526.6666666666666
768,BPTP Terra,1.8,4,3,3,18.0,flat,sector 37d,2659.8,1860.0,0,1,1,1,0,relatively new,28,1,42,465.0
769,SS The Leaf,1.06,2,2,2,12.0,flat,sector 85,1672.6709999999996,1169.6999999999998,1,0,0,0,0,relatively new,27,1,42,584.8499999999999
770,SS The Leaf,1.14,2,2,3,16.0,flat,sector 85,1773.7719999999997,1240.4,1,0,0,0,0,relatively new,27,1,42,620.1999999999999
771,SS The Leaf,1.05,2,2,3,11.0,flat,sector 85,1641.64,1148.0,1,0,0,0,0,relatively new,27,1,42,574.0
772,Vatika City,1.72,3,3,2,2.0,flat,sector 49,3146.0,2200.0,1,0,0,0,0,old property,120,2,23,733.3333333333334
773,Shree Vardhman Victoria,1.55,3,5,3,8.0,flat,sector 70,1660.23,1161.0,0,0,1,0,0,relatively new,141,1,37,387.0
774,Shree Vardhman Victoria,1.5,3,5,3,7.0,flat,sector 70,1660.23,1161.0,0,0,1,0,0,relatively new,140,2,37,387.0
775,The Lions CGHS,2.05,4,4,3,7.0,flat,sector 56,2788.5,1950.0,0,0,1,0,1,relatively new,28,2,50,487.5
776,Emaar Digihomes,2.1,2,2,3,12.0,flat,sector 62,1716.0,1200.0,0,0,0,0,1,New Property,28,2,44,600.0
777,M3M Golfestate,6.15,3,3,3,23.0,flat,sector 65,3875.3,2710.0,0,1,1,0,0,old property,58,2,51,903.3333333333334
778,M3M Golfestate,6.1,3,3,3,19.0,flat,sector 65,3875.3,2710.0,0,1,1,0,0,old property,144,2,51,903.3333333333334
779,DLF The Primus,1.59,3,3,3+,5.0,flat,sector 82a,2199.34,1538.0,0,0,0,0,1,relatively new,136,0,23,512.6666666666666
780,AIPL Club Residences,0.85,2,2,2,5.0,flat,sector 70a,930.93,651.0,1,0,0,0,0,relatively new,61,2,42,325.5
781,Meditech Apartment,2.45,4,4,3+,1.0,flat,sector 56,4004.0,2800.0,0,0,0,0,1,relatively new,95,2,50,700.0
782,Kiran Residency,1.5,3,3,3+,4.0,flat,sector 56,2574.0,1800.0,0,0,1,0,0,relatively new,96,2,50,600.0
783,shree kirpalu gi sector 52,1.45,3,3,3+,7.0,flat,sector 52,2431.0,1700.0,0,0,0,0,1,relatively new,87,2,42,566.6666666666666
784,Ireo The Grand Arch,3.8,3,4,1,19.0,flat,sector 58,2288.0,1600.0,0,0,1,0,0,old property,137,2,52,533.3333333333334
785,DLF Park Place,5.75,3,4,3,12.0,flat,sector 54,2431.0,1700.0,0,0,1,0,0,relatively new,141,0,34,566.6666666666666
786,DLF The Belaire,10.0,4,5,3+,17.0,flat,sector 54,4004.0,2800.0,0,0,1,0,0,old property,137,0,35,700.0
787,Suncity Platinum Towers,6.2,3,4,3+,21.0,flat,sector 28,2717.0,1900.0,0,0,1,0,0,relatively new,132,2,44,633.3333333333334
788,Ramsons Kshitij,0.18,1,1,1,12.0,flat,sector 95,4593.16,3212.0,1,0,0,0,0,relatively new,35,1,0,3212.0
789,ROF Ananda,0.2,1,1,1,10.0,flat,sector 95,523.38,366.0,1,0,0,0,0,relatively new,69,1,24,366.0
790,Shapoorji Pallonji Joyville Gurugram,1.26,2,2,3,7.0,flat,sector 102,1216.215,850.5,1,0,0,0,0,relatively new,28,2,34,425.25
791,ATS Triumph,2.5,4,4,3+,14.0,flat,sector 104,3153.15,2205.0,0,0,1,0,0,New Property,15,1,52,551.25
792,HSIIDC Sidco Shivalik Apartments,0.6,3,2,2,5.0,flat,manesar,1540.11,1077.0,1,0,0,0,0,old property,59,1,14,359.0
793,Alpha Corp GurgaonOne 84,2.2,4,4,3+,15.0,flat,sector 84,3437.4339999999997,2403.8,0,0,1,0,0,relatively new,82,1,41,600.9499999999999
794,ATS Triumph,2.6,4,4,3+,12.0,flat,sector 104,3153.15,2205.0,0,0,1,0,0,relatively new,97,1,52,551.25
795,Signature Andour Heights,0.55,2,2,1,7.0,flat,sector 71,773.63,541.0,1,0,0,0,0,relatively new,15,1,27,270.5
796,Bestech Park View Residency,0.98,2,2,3,14.0,flat,sector 3,1566.5649999999998,1095.5,0,1,0,0,0,old property,85,1,51,547.75
797,Bestech Park View Residency,1.55,3,4,3+,10.0,flat,sector 3,1921.92,1344.0,0,0,1,0,0,old property,86,1,51,448.0
798,Bestech Park View Residency,1.01,2,2,3,0.0,flat,sector 3,1416.4149999999995,990.5,1,0,0,0,0,old property,85,1,51,495.25
799,Bestech Park View Residency,1.51,3,4,3+,8.0,flat,sector 3,1921.92,1344.0,0,0,1,0,0,old property,85,1,51,448.0
800,Bestech Park View Residency,1.4,3,3,3+,8.0,flat,sector 3,1781.78,1246.0,1,0,0,0,0,old property,85,1,51,415.3333333333333
801,Bestech Park View Residency,1.59,3,4,3+,11.0,flat,sector 3,1921.92,1344.0,0,0,1,0,0,old property,86,1,51,448.0
802,SS The Coralwood,1.1,3,3,3+,12.0,flat,sector 84,1891.89,1323.0,1,0,0,0,0,old property,86,2,49,441.0
803,Emaar Gurgaon Greens,1.3,3,3,3,4.0,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,94,1,42,340.6666666666667
804,Bestech Park View Sanskruti,1.6,3,4,3+,10.0,flat,sector 92,2110.68,1476.0,0,0,1,0,1,relatively new,141,2,42,492.0
805,Emaar MGF The Palm Drive,3.0,4,5,3+,10.0,flat,sector 66,2102.1,1470.0,0,0,1,0,0,relatively new,28,2,43,367.5
806,Ireo The Grand Arch,2.2,2,2,2,6.0,flat,sector 58,1376.3749999999998,962.5,1,0,0,0,0,relatively new,25,1,52,481.25
807,DLF Regency Park 2,2.35,3,4,3,8.0,flat,sector 28,2288.0,1600.0,0,0,1,0,0,undefined,100,2,37,533.3333333333334
808,Emaar MGF Emerald Floors Premier,2.77,4,4,3+,3.0,flat,sector 65,2824.25,1975.0,0,1,1,0,0,relatively new,144,0,16,493.75
809,Emaar MGF Emerald Floors Premier,2.79,4,4,3+,2.0,flat,sector 65,2824.25,1975.0,0,1,1,0,0,relatively new,141,0,16,493.75
810,Emaar MGF Emerald Floors Premier,2.3,3,4,3,3.0,flat,sector 65,2359.5,1650.0,0,1,1,1,0,relatively new,141,0,16,550.0
811,The Lions CGHS,2.1,3,4,3+,8.0,flat,sector 56,2860.0,2000.0,0,0,0,0,1,undefined,132,2,42,666.6666666666666
812,Rail Vihar CGHS,1.35,3,2,2,1.0,flat,sector 56,1787.5,1250.0,0,0,0,0,1,undefined,129,1,50,416.6666666666667
813,Parsvnath Green Ville,1.75,3,3,3,7.0,flat,sector 48,2574.0,1800.0,0,0,1,0,0,old property,95,2,40,600.0
814,Parsvnath Green Ville,1.6,3,3,3,13.0,flat,sector 48,2288.0,1600.0,0,0,0,0,1,old property,92,2,49,533.3333333333334
815,ATS Kocoon,2.2,3,4,3,8.0,flat,sector 109,2097.095,1466.5,0,0,1,0,0,relatively new,124,1,30,488.8333333333333
816,Emaar Gurgaon Greens,1.45,3,3,3,7.0,flat,sector 102,1651.65,1155.0,0,0,1,0,0,relatively new,127,1,42,385.0
817,Shapoorji Pallonji Joyville Gurugram,1.77,3,3,3,1.0,flat,sector 102,1828.827,1278.9,1,0,0,0,0,relatively new,119,1,34,426.3
818,Shapoorji Pallonji Joyville Gurugram,0.97,2,2,2,10.0,flat,sector 102,842.27,589.0,1,0,0,0,0,relatively new,119,1,34,294.5
819,Adani M2K Oyster Grande,2.35,3,3,3,14.0,flat,sector 102,2600.598,1818.6,0,1,1,0,0,relatively new,133,1,42,606.1999999999999
820,Adani M2K Oyster Grande,1.9,3,4,3,8.0,flat,sector 102,1890.889,1322.3,0,0,1,0,0,relatively new,133,1,42,440.76666666666665
821,SBTL Caladium,1.9,4,4,3,8.0,flat,sector 109,3058.055,2138.5,0,0,1,0,0,relatively new,119,1,16,534.625
